0.014999250037498125 ('DAI62779', 'GRO17075')
0.10529032258064516 ('ELE17451', 'GRO59710')
0.1054481546572935 ('DAI91290', 'DAI63921')
0.10547184773988898 ('DAI31081', 'GRO21487')
0.10549694614103276 ('GRO73461', 'GRO30386')
0.10562310030395136 ('DAI88807', 'FRO53271')
0.10562310030395136 ('DAI88807', 'GRO59710')
0.1057160417947142 ('DAI22177', 'DAI85309')
0.10572687224669604 ('ELE74009', 'GRO59710')
0.10598031794095382 ('GRO61133', 'GRO59710')
0.10603496897913142 ('DAI63921', 'ELE17451')
0.1061114842175957 ('ELE34057', 'SNA45677')
0.10626486915146709 ('DAI31081', 'DAI88807')
0.1063446827658617 ('DAI62779', 'GRO30386')
0.10638297872340426 ('DAI88807', 'GRO21487')
0.10638297872340426 ('GRO21487', 'SNA80324')
0.10642201834862386 ('SNA72163', 'SNA80324')
0.10654596100278552 ('FRO35904', 'FRO40251')
0.1065989847715736 ('DAI63921', 'ELE59935')
0.10660377358490566 ('DAI35347', 'FRO80039')
0.10660980810234541 ('SNA93860', 'SNA80324')
0.10673732021196064 ('GRO61133', 'GRO46854')
0.10678307588985897 ('GRO94758', 'GRO59710')
0.10686015831134564 ('ELE99737', 'ELE32164')
0.10694698354661791 ('SNA55952', 'GRO73461')
0.10705973622963538 ('ELE91337', 'GRO21487')
0.10707456978967496 ('GRO64900', 'ELE26917')
0.10729253981559095 ('GRO44993', 'SNA45677')
0.10732054015636106 ('SNA93860', 'FRO19221')
0.10733590733590734 ('SNA96271', 'DAI85309')
0.10733944954128441 ('SNA72163', 'GRO38814')
0.10749432248296745 ('GRO61133', 'DAI85309')
0.10763097949886105 ('GRO46854', 'DAI83733')
0.1078355314197052 ('ELE91337', 'DAI83733')
0.10789210789210789 ('DAI42493', 'GRO21487')
0.10790273556231003 ('ELE74482', 'GRO30386')
0.10799555802332038 ('GRO73461', 'GRO46854')
0.10803059273422562 ('GRO64900', 'ELE17451')
0.10805084745762712 ('GRO24246', 'ELE14480')
0.1082004555808656 ('GRO46854', 'DAI75645')
0.10829103214890017 ('DAI63921', 'GRO46854')
0.10831426392067124 ('ELE59935', 'GRO30386')
0.10850439882697947 ('SNA62128', 'GRO73461')
0.10855018587360594 ('ELE56788', 'ELE32164')
0.1086048454469507 ('ELE92920', 'ELE74009')
0.10861132660977502 ('ELE91337', 'ELE66600')
0.10866261398176291 ('DAI88807', 'SNA80324')
0.10874704491725769 ('GRO21487', 'ELE32164')
0.10928362573099415 ('DAI75645', 'DAI55148')
0.10933940774487472 ('GRO46854', 'DAI63921')
0.10938712179984485 ('ELE91337', 'GRO64900')
0.1094352858646089 ('ELE32164', 'DAI31081')
0.10945273631840796 ('SNA93860', 'ELE32164')
0.10955518945634267 ('GRO85051', 'DAI55911')
0.10957230142566192 ('SNA45677', 'SNA96271')
0.10960518562168532 ('ELE66810', 'ELE32164')
0.10966129927817879 ('GRO73461', 'FRO31317')
0.10980720871751885 ('GRO44993', 'FRO40251')
0.10989583333333333 ('GRO71621', 'DAI75645')
0.11001042752867571 ('FRO85978', 'GRO21487')
0.1100371747211896 ('ELE56788', 'SNA80324')
0.11030042918454935 ('FRO31317', 'FRO53271')
0.11032608695652174 ('GRO30386', 'FRO31317')
0.11033274956217162 ('ELE66600', 'ELE26917')
0.11039719626168225 ('DAI83733', 'GRO46854')
0.1104594330400782 ('SNA62128', 'GRO59710')
0.11076923076923077 ('DAI55148', 'FRO92469')
0.11078066914498141 ('ELE56788', 'DAI85309')
0.11079136690647481 ('SNA90094', 'SNA80324')
0.1108695652173913 ('GRO30386', 'ELE32164')
0.11094224924012158 ('DAI88807', 'FRO40251')
0.11094674556213018 ('GRO38814', 'GRO59710')
0.11100917431192661 ('SNA72163', 'SNA93860')
0.11103853690398433 ('FRO78087', 'SNA80324')
0.11119691119691119 ('SNA96271', 'ELE66600')
0.11119691119691119 ('SNA96271', 'GRO46854')
0.11124769514443761 ('DAI22177', 'FRO40251')
0.11125654450261781 ('ELE26917', 'GRO73461')
0.11136536994660565 ('ELE59935', 'DAI85309')
0.11136662286465178 ('SNA80324', 'DAI55148')
0.11142061281337047 ('FRO35904', 'FRO85978')
0.11147902869757174 ('GRO99222', 'SNA80324')
0.11150918047469771 ('FRO80039', 'FRO40251')
0.11157455683003129 ('FRO85978', 'ELE91337')
0.11158392434988179 ('GRO21487', 'ELE17451')
0.11169170476812541 ('FRO78087', 'DAI75645')
0.1117861482381531 ('SNA55762', 'SNA45677')
0.11182684875032209 ('FRO40251', 'ELE20847')
0.1118421052631579 ('DAI75645', 'ELE20847')
0.11223021582733812 ('SNA90094', 'SNA45677')
0.11243144424131626 ('SNA55952', 'ELE17451')
0.11256830601092896 ('FRO92261', 'SNA80324')
0.11281337047353761 ('FRO35904', 'GRO73461')
0.11282740094022835 ('ELE34057', 'ELE17451')
0.11282740094022835 ('GRO94758', 'GRO73461')
0.11288546255506608 ('ELE74009', 'ELE26917')
0.11294117647058824 ('GRO15017', 'FRO31317')
0.11294964028776978 ('SNA90094', 'GRO71621')
0.11295246402093327 ('DAI85309', 'ELE32164')
0.11335578002244669 ('SNA59903', 'GRO59710')
0.11335676625659051 ('DAI91290', 'DAI75645')
0.11338028169014085 ('FRO53271', 'DAI31081')
0.11365369946605644 ('ELE59935', 'GRO46854')
0.11366120218579236 ('FRO92261', 'GRO71621')
0.11376673040152964 ('GRO64900', 'GRO38814')
0.11376673040152964 ('GRO64900', 'SNA80324')
0.11404189294026378 ('ELE91337', 'GRO46854')
0.11438848920863309 ('SNA90094', 'ELE32164')
0.11441914769410391 ('ELE66600', 'FRO40251')
0.11442786069651742 ('SNA93860', 'ELE59028')
0.1144385026737968 ('DAI92600', 'GRO21487')
0.11448598130841121 ('DAI83733', 'SNA80324')
0.11449752883031301 ('GRO85051', 'ELE20847')
0.11475409836065574 ('GRO81087', 'ELE92920')
0.11491883535171347 ('FRO40251', 'DAI88079')
0.11510791366906475 ('SNA90094', 'GRO73461')
0.11527494908350305 ('SNA45677', 'DAI85309')
0.11563731931668857 ('SNA80324', 'FRO92469')
0.11564625850340136 ('GRO69543', 'SNA80324')
0.11584932480454868 ('SNA93860', 'GRO46854')
0.11601642710472279 ('DAI55911', 'ELE26917')
0.1160377358490566 ('DAI35347', 'ELE32164')
0.11612426035502958 ('GRO38814', 'GRO21487')
0.11617312072892938 ('DAI95741', 'ELE17451')
0.11636927851047324 ('ELE91337', 'DAI22177')
0.11649214659685864 ('ELE26917', 'SNA80324')
0.1164969450101833 ('SNA45677', 'GRO94758')
0.11688311688311688 ('DAI42493', 'DAI85309')
0.11695906432748537 ('ELE92920', 'GRO81087')
0.11695906432748537 ('GRO88511', 'GRO73461')
0.11705426356589148 ('DAI43223', 'GRO94758')
0.11727078891257996 ('SNA93860', 'GRO21487')
0.11729074889867841 ('ELE74009', 'SNA95666')
0.11737089201877934 ('GRO35122', 'ELE32164')
0.11741424802110818 ('ELE99737', 'SNA45677')
0.11750881316098707 ('FRO32293', 'GRO73461')
0.11758474576271187 ('GRO24246', 'GRO56726')
0.11764705882352941 ('GRO15017', 'SNA45677')
0.11769834350479512 ('ELE14480', 'ELE32164')
0.11771561771561771 ('DAI87448', 'ELE91337')
0.11771561771561771 ('DAI87448', 'GRO21487')
0.11774967291757522 ('DAI85309', 'GRO71621')
0.11776447105788423 ('GRO59710', 'DAI42493')
0.11779448621553884 ('ELE92920', 'GRO59710')
0.11788211788211789 ('DAI42493', 'DAI88807')
0.11791383219954649 ('GRO69543', 'GRO30386')
0.11822916666666666 ('GRO71621', 'SNA45677')
0.11834319526627218 ('GRO38814', 'ELE17451')
0.11845102505694761 ('DAI95741', 'GRO56726')
0.11854525263742366 ('GRO73461', 'GRO38814')
0.1185747663551402 ('DAI83733', 'FRO40251')
0.11862990810359231 ('ELE92920', 'DAI42493')
0.1186623516720604 ('FRO66272', 'GRO73461')
0.11871657754010695 ('DAI92600', 'FRO80039')
0.11888412017167382 ('FRO31317', 'SNA99873')
0.11902050113895217 ('GRO46854', 'ELE17451')
0.11902050113895217 ('GRO46854', 'GRO21487')
0.11909650924024641 ('DAI55911', 'GRO73461')
0.1191588785046729 ('GRO32086', 'GRO73461')
0.1191588785046729 ('GRO32086', 'SNA99873')
0.11939461883408072 ('GRO56726', 'DAI85309')
0.11942446043165468 ('SNA90094', 'GRO46854')
0.11946532999164577 ('ELE92920', 'DAI23334')
0.11958997722095673 ('GRO46854', 'FRO40251')
0.11967213114754098 ('GRO81087', 'GRO59710')
0.12 ('GRO15017', 'ELE74009')
0.12018348623853212 ('SNA72163', 'DAI75645')
0.12024825446082234 ('ELE91337', 'DAI63921')
0.12026359143327842 ('GRO85051', 'ELE26917')
0.12038140643623362 ('GRO38983', 'SNA45677')
0.12060085836909872 ('FRO31317', 'GRO56726')
0.12066905615292713 ('ELE53126', 'SNA80324')
0.12072892938496584 ('DAI95741', 'DAI75645')
0.1207741935483871 ('ELE17451', 'GRO30386')
0.1207843137254902 ('GRO15017', 'SNA99873')
0.12085561497326203 ('DAI92600', 'SNA59903')
0.12108731466227347 ('GRO85051', 'GRO73461')
0.12116991643454039 ('FRO35904', 'ELE12845')
0.1212914485165794 ('ELE26917', 'DAI75645')
0.12139423076923077 ('ELE12792', 'FRO80039')
0.12157221206581353 ('SNA55952', 'FRO85978')
0.12157330154946365 ('GRO38983', 'SNA96271')
0.12173913043478261 ('GRO30386', 'FRO40251')
0.12187812187812187 ('DAI42493', 'FRO31317')
0.1221142162818955 ('SNA55762', 'SNA80324')
0.12214411247803164 ('DAI91290', 'ELE32164')
0.12217659137577003 ('DAI55911', 'ELE32164')
0.12218963831867058 ('SNA62128', 'FRO40251')
0.12219730941704036 ('GRO56726', 'ELE17451')
0.1223529411764706 ('SNA40784', 'ELE17451')
0.12237762237762238 ('DAI87448', 'FRO40251')
0.12244897959183673 ('FRO16142', 'GRO38814')
0.12259615384615384 ('GRO36567', 'SNA47306')
0.12266355140186916 ('GRO32086', 'DAI75645')
0.12266355140186916 ('GRO32086', 'ELE55848')
0.12297734627831715 ('FRO66272', 'FRO43226')
0.12305854241338113 ('ELE53126', 'GRO59710')
0.12330456226880394 ('ELE11111', 'GRO59710')
0.12332695984703633 ('GRO64900', 'FRO85978')
0.12334801762114538 ('ELE74009', 'SNA80324')
0.12341910161360663 ('DAI85309', 'SNA45677')
0.12349726775956284 ('FRO92261', 'FRO40251')
0.12351945854483926 ('DAI63921', 'GRO73461')
0.12354312354312354 ('DAI87448', 'ELE34057')
0.1235827664399093 ('GRO69543', 'DAI88807')
0.12382892057026476 ('SNA45677', 'ELE17451')
0.12385521151330135 ('DAI85309', 'FRO40251')
0.12385981757081133 ('SNA99873', 'FRO85978')
0.12438709677419355 ('ELE17451', 'DAI85309')
0.12453760789149199 ('ELE11111', 'GRO94758')
0.12476951444376153 ('DAI22177', 'ELE17451')
0.1247937603119844 ('DAI62779', 'ELE32164')
0.12487512487512488 ('DAI42493', 'SNA80324')
0.125 ('GRO32086', 'ELE32164')
0.1251303441084463 ('FRO85978', 'GRO46854')
0.12532188841201716 ('FRO31317', 'FRO40251')
0.12540822991508818 ('FRO78087', 'GRO73461')
0.12544802867383512 ('ELE53126', 'ELE32164')
0.12565055762081784 ('ELE56788', 'FRO40251')
0.12570145903479238 ('SNA59903', 'DAI42083')
0.1257995735607676 ('SNA93860', 'DAI75645')
0.12586558044806517 ('SNA45677', 'FRO40251')
0.126056338028169 ('FRO53271', 'GRO59710')
0.1260593220338983 ('GRO24246', 'SNA30859')
0.1261682242990654 ('GRO32086', 'ELE17451')
0.1262135922330097 ('FRO66272', 'ELE17451')
0.1262592343854936 ('GRO94758', 'GRO71621')
0.12627450980392158 ('GRO15017', 'ELE92920')
0.12633305988515175 ('DAI22896', 'FRO40251')
0.1264236902050114 ('GRO46854', 'FRO79022')
0.12660550458715597 ('SNA72163', 'GRO30386')
0.1267454350161117 ('FRO16142', 'DAI88807')
0.12682379349046016 ('SNA59903', 'DAI92600')
0.12705882352941175 ('GRO15017', 'FRO85978')
0.12720264317180616 ('ELE74009', 'ELE17451')
0.127208480565371 ('FRO92469', 'DAI55148')
0.12726211325160536 ('ELE66600', 'GRO73461')
0.12728857890148212 ('ELE14480', 'ELE17451')
0.12746478873239436 ('FRO53271', 'GRO32086')
0.1276595744680851 ('ELE74482', 'GRO73461')
0.12767644726407612 ('DAI31081', 'FRO53271')
0.12778020061055387 ('DAI85309', 'DAI83733')
0.12784588441331 ('ELE66600', 'ELE32244')
0.12790224032586558 ('SNA45677', 'FRO85978')
0.12805474095796676 ('SNA62128', 'ELE32164')
0.1281094527363184 ('SNA95666', 'ELE66600')
0.12816901408450704 ('FRO53271', 'ELE17451')
0.12818955042527339 ('SNA55762', 'DAI85309')
0.12830396475770925 ('ELE74009', 'SNA45677')
0.128419452887538 ('ELE74482', 'ELE17451')
0.12862745098039216 ('GRO15017', 'ELE26917')
0.12867215041128086 ('FRO32293', 'ELE17451')
0.12903225806451613 ('ELE14480', 'FRO40251')
0.12917933130699089 ('DAI88807', 'DAI75645')
0.12934782608695652 ('GRO30386', 'SNA80324')
0.12935323383084577 ('SNA93860', 'ELE17451')
0.12937062937062938 ('DAI87448', 'ELE17451')
0.12941176470588237 ('DAI92600', 'FRO40251')
0.12944738834216502 ('GRO61133', 'SNA80324')
0.1295315682281059 ('SNA45677', 'GRO73461')
0.12962073931829093 ('SNA99873', 'ELE17451')
0.12987012987012986 ('DAI42493', 'SNA18336')
0.1298913043478261 ('GRO30386', 'DAI75645')
0.13012048192771083 ('DAI83948', 'ELE26917')
0.13022700119474312 ('ELE53126', 'ELE74482')
0.13028169014084506 ('GRO35122', 'DAI75645')
0.13039014373716631 ('DAI55911', 'ELE17451')
0.1305019305019305 ('SNA96271', 'SNA30533')
0.13093525179856116 ('SNA90094', 'ELE17451')
0.1310096153846154 ('ELE12792', 'DAI75645')
0.1310418904403867 ('FRO16142', 'GRO59710')
0.13119266055045872 ('SNA72163', 'ELE32164')
0.13132530120481928 ('DAI83948', 'ELE32164')
0.1314252336448598 ('DAI83733', 'GRO73461')
0.13154342282885856 ('DAI62779', 'ELE92920')
0.13160733549083065 ('FRO66272', 'DAI63921')
0.1318709677419355 ('ELE17451', 'ELE32164')
0.131939908556499 ('FRO78087', 'ELE32164')
0.13216374269005848 ('GRO88511', 'FRO40251')
0.13216957605985039 ('ELE37048', 'SNA80324')
0.13216957605985039 ('ELE37048', 'SNA99873')
0.13229166666666667 ('GRO71621', 'SNA80324')
0.13229338533073345 ('DAI62779', 'DAI75645')
0.13241525423728814 ('GRO24246', 'DAI62779')
0.13278495887191538 ('FRO32293', 'FRO40251')
0.1329812770043207 ('SNA99873', 'FRO31317')
0.13302752293577982 ('SNA72163', 'ELE74009')
0.13333333333333333 ('DAI48891', 'DAI63921')
0.1335907335907336 ('SNA96271', 'FRO80039')
0.1337386018237082 ('ELE74482', 'ELE32164')
0.13403263403263405 ('DAI87448', 'FRO85978')
0.13411764705882354 ('GRO15017', 'ELE17451')
0.13435474366529168 ('ELE66810', 'GRO73461')
0.13435897435897437 ('DAI55148', 'DAI85309')
0.13447432762836187 ('ELE20847', 'ELE26917')
0.13450292397660818 ('ELE92920', 'GRO15017')
0.13451511991657977 ('FRO85978', 'SNA99873')
0.13468013468013468 ('SNA59903', 'ELE32164')
0.13469119579500657 ('SNA80324', 'ELE20847')
0.13479923518164436 ('GRO64900', 'ELE91337')
0.13479923518164436 ('GRO64900', 'GRO73461')
0.13487241798298907 ('SNA55762', 'GRO73461')
0.13492504164353136 ('GRO73461', 'ELE32164')
0.13498836307214895 ('ELE91337', 'GRO73461')
0.13513513513513514 ('SNA96271', 'DAI75645')
0.1352112676056338 ('FRO53271', 'GRO73461')
0.13532513181019332 ('DAI91290', 'GRO30386')
0.13535684987694832 ('DAI22896', 'ELE74009')
0.13575525812619502 ('GRO64900', 'ELE74009')
0.13581730769230768 ('GRO36567', 'FRO40251')
0.1358288770053476 ('DAI92600', 'GRO59710')
0.13586413586413587 ('DAI42493', 'ELE74009')
0.13601823708206687 ('ELE74482', 'FRO40251')
0.1360488798370672 ('SNA45677', 'ELE91337')
0.13605150214592274 ('FRO31317', 'ELE74482')
0.1360544217687075 ('ELE86561', 'SNA45677')
0.1360544217687075 ('GRO69543', 'FRO31317')
0.13620386643233742 ('DAI91290', 'SNA80324')
0.13633310946944258 ('GRO94758', 'DAI75645')
0.13641618497109825 ('SNA88283', 'GRO73461')
0.13655030800821355 ('DAI55911', 'GRO85051')
0.13660062565172054 ('FRO85978', 'DAI63921')
0.1366742596810934 ('DAI95741', 'SNA90094')
0.1366742596810934 ('GRO46854', 'FRO85978')
0.13681592039800994 ('SNA95666', 'FRO78087')
0.13696969696969696 ('DAI48891', 'ELE78169')
0.13699753896636588 ('DAI22896', 'FRO31317')
0.13699825479930192 ('ELE26917', 'ELE17451')
0.13700470114170585 ('GRO94758', 'ELE32164')
0.13700918964076858 ('ELE92920', 'DAI75645')
0.13712200208550573 ('FRO85978', 'SNA93860')
0.13743589743589743 ('DAI55148', 'ELE32164')
0.13769311534423279 ('DAI62779', 'DAI85309')
0.1378132118451025 ('DAI95741', 'GRO73461')
0.13789039481437831 ('ELE66810', 'FRO41939')
0.1379857256145916 ('DAI31081', 'GRO69543')
0.13802816901408452 ('FRO53271', 'SNA80324')
0.13804713804713806 ('SNA59903', 'GRO73461')
0.13806254767353165 ('ELE59935', 'ELE17451')
0.13818181818181818 ('DAI48891', 'GRO94758')
0.13844307784610768 ('DAI62779', 'SNA80324')
0.1384529147982063 ('GRO56726', 'FRO40251')
0.13846153846153847 ('DAI55148', 'GRO73461')
0.1386946386946387 ('DAI87448', 'DAI83733')
0.13872832369942195 ('SNA88283', 'GRO30386')
0.13879781420765028 ('FRO92261', 'ELE17451')
0.1388235294117647 ('SNA40784', 'ELE32164')
0.13882532418001525 ('ELE59935', 'FRO80039')
0.13895216400911162 ('DAI95741', 'FRO40251')
0.13942307692307693 ('ELE12792', 'GRO73461')
0.13948497854077252 ('FRO31317', 'DAI35347')
0.13986013986013987 ('DAI87448', 'ELE30933')
0.14014084507042254 ('FRO53271', 'ELE53126')
0.14023732470334413 ('FRO66272', 'DAI22177')
0.1404310907903331 ('FRO78087', 'FRO40251')
0.1406060606060606 ('DAI48891', 'DAI83733')
0.140625 ('GRO36567', 'GRO73461')
0.140625 ('GRO71621', 'DAI85309')
0.14080242240726723 ('GRO61133', 'ELE32164')
0.14098360655737704 ('GRO81087', 'GRO73461')
0.1410090556274256 ('FRO19221', 'GRO71621')
0.14116129032258065 ('ELE17451', 'DAI75645')
0.14136125654450263 ('FRO99783', 'ELE17451')
0.14147627416520211 ('DAI91290', 'GRO73461')
0.1414965986394558 ('ELE86561', 'DAI62779')
0.14181614349775784 ('GRO56726', 'GRO46854')
0.14181818181818182 ('DAI48891', 'GRO73461')
0.14185814185814186 ('DAI42493', 'ELE92920')
0.1420704845814978 ('ELE74009', 'ELE32164')
0.14208494208494207 ('SNA96271', 'ELE20847')
0.14210273643783006 ('SNA99873', 'GRO73461')
0.1423529411764706 ('SNA40784', 'DAI85309')
0.14239059438275636 ('FRO78087', 'ELE17451')
0.14244741873804972 ('GRO64900', 'FRO40251')
0.14245416078984485 ('SNA18336', 'DAI75645')
0.14263565891472868 ('DAI43223', 'GRO73461')
0.14285714285714285 ('FRO73056', 'DAI62779')
0.14336917562724014 ('ELE53126', 'ELE37770')
0.1433915211970075 ('ELE37048', 'ELE74482')
0.143698468786808 ('FRO92469', 'ELE20847')
0.14385614385614387 ('DAI42493', 'GRO73461')
0.14386459802538787 ('SNA18336', 'GRO81087')
0.14407744874715261 ('GRO46854', 'GRO56726')
0.14416475972540047 ('ELE59935', 'DAI63921')
0.14421768707482993 ('ELE86561', 'DAI63921')
0.14425427872860636 ('ELE20847', 'FRO75586')
0.14427860696517414 ('SNA95666', 'GRO73461')
0.14437134502923976 ('DAI75645', 'GRO85051')
0.1443850267379679 ('DAI92600', 'ELE32164')
0.1446043165467626 ('SNA90094', 'FRO40251')
0.14512471655328799 ('GRO69543', 'ELE17451')
0.14512471655328799 ('GRO69543', 'GRO21487')
0.14515366430260046 ('GRO21487', 'FRO53271')
0.14549938347718866 ('SNA38068', 'GRO59710')
0.14573539288112827 ('ELE34057', 'GRO73461')
0.14634146341463414 ('ELE68605', 'ELE32164')
0.14640698455339154 ('GRO94758', 'SNA80324')
0.1466346153846154 ('ELE12792', 'FRO40251')
0.14666666666666667 ('DAI48891', 'ELE17451')
0.14676258992805755 ('SNA47306', 'GRO36567')
0.1474051460968164 ('DAI85309', 'GRO73461')
0.1474164133738602 ('DAI88807', 'ELE32164')
0.14777213761985336 ('DAI63921', 'FRO85978')
0.14783821478382148 ('ELE62598', 'GRO59710')
0.14788732394366197 ('FRO53271', 'DAI75645')
0.14820143884892087 ('SNA47306', 'GRO73461')
0.14825174825174825 ('GRO88324', 'SNA80324')
0.14829500396510706 ('DAI31081', 'GRO59710')
0.1488673139158576 ('FRO66272', 'DAI85309')
0.1490566037735849 ('DAI35347', 'ELE17451')
0.14906103286384975 ('GRO35122', 'FRO40251')
0.14906103286384975 ('GRO35122', 'GRO56726')
0.1491442542787286 ('ELE20847', 'FRO92469')
0.14919852034525277 ('ELE11111', 'ELE17451')
0.14964028776978416 ('SNA47306', 'SNA45677')
0.14967741935483872 ('ELE17451', 'GRO73461')
0.14977973568281938 ('ELE74009', 'FRO40251')
0.14988104678826328 ('DAI31081', 'SNA80324')
0.15 ('GRO71621', 'FRO40251')
0.15014792899408283 ('GRO38814', 'SNA45677')
0.1504315659679408 ('SNA38068', 'ELE62598')
0.15043653458697112 ('ELE34057', 'DAI62779')
0.15046604527296936 ('FRO79022', 'DAI83733')
0.15060240963855423 ('FRO98729', 'ELE66600')
0.15089402529437418 ('DAI85309', 'GRO46854')
0.15095986038394416 ('ELE26917', 'FRO40251')
0.15104166666666666 ('GRO71621', 'ELE17451')
0.1514004542013626 ('GRO61133', 'GRO81087')
0.15163934426229508 ('GRO81087', 'SNA80324')
0.15166461159062886 ('ELE11111', 'ELE32164')
0.15166461159062886 ('SNA38068', 'SNA80324')
0.15176470588235294 ('SNA40784', 'SNA99873')
0.15210843373493976 ('FRO98729', 'ELE26917')
0.15219560878243513 ('GRO59710', 'GRO73461')
0.1524277811923786 ('DAI22177', 'GRO73461')
0.1524513096037609 ('GRO94758', 'ELE17451')
0.15267175572519084 ('GRO56989', 'FRO40251')
0.15289575289575288 ('SNA96271', 'ELE26917')
0.15289765721331688 ('SNA38068', 'DAI75645')
0.15321637426900586 ('GRO88511', 'DAI83948')
0.1535318155283129 ('ELE66600', 'FRO78087')
0.1536144578313253 ('DAI49199', 'SNA99873')
0.15384615384615385 ('GRO36567', 'DAI48891')
0.1539568345323741 ('SNA90094', 'DAI85309')
0.15406451612903227 ('ELE17451', 'SNA80324')
0.15407725321888413 ('FRO31317', 'ELE17451')
0.15412186379928317 ('ELE53126', 'FRO40251')
0.15442846328538987 ('GRO61133', 'DAI75645')
0.1544660846205507 ('GRO94758', 'FRO40251')
0.15450980392156863 ('GRO15017', 'FRO40251')
0.1546468401486989 ('ELE56788', 'ELE17451')
0.15467625899280577 ('SNA90094', 'DAI75645')
0.15473061760840998 ('SNA80324', 'GRO85051')
0.15485564304461943 ('FRO75586', 'ELE20847')
0.15492102065613608 ('SNA55762', 'DAI75645')
0.15515151515151515 ('DAI48891', 'GRO36567')
0.15529411764705883 ('GRO15017', 'SNA80324')
0.15586034912718205 ('ELE37048', 'ELE32164')
0.15602443087173792 ('GRO73461', 'SNA80324')
0.1561771561771562 ('DAI87448', 'DAI85309')
0.15654205607476634 ('GRO32086', 'ELE53126')
0.1566265060240964 ('FRO98729', 'SNA55762')
0.15673289183222958 ('GRO99222', 'FRO40251')
0.15674362089914945 ('SNA55762', 'FRO40251')
0.15675675675675677 ('SNA96271', 'ELE17451')
0.15725190839694655 ('GRO56989', 'DAI31081')
0.15737704918032788 ('FRO92261', 'SNA99873')
0.15748898678414097 ('ELE74009', 'DAI75645')
0.15751121076233185 ('GRO56726', 'FRO31317')
0.1578313253012048 ('DAI83948', 'GRO88511')
0.15821347464042393 ('GRO61133', 'ELE17451')
0.15828402366863906 ('GRO38814', 'SNA80324')
0.1583264971287941 ('DAI22896', 'ELE17451')
0.15852205005959474 ('GRO38983', 'ELE66600')
0.15873015873015872 ('ELE37770', 'ELE17451')
0.15877862595419848 ('ELE87456', 'GRO73461')
0.15885416666666666 ('GRO71621', 'GRO73461')
0.15937940761636107 ('SNA18336', 'GRO15017')
0.1594267801164353 ('FRO80039', 'ELE17451')
0.15968586387434555 ('FRO99783', 'FRO35904')
0.15972747918243754 ('GRO61133', 'FRO40251')
0.15976331360946747 ('GRO38814', 'ELE32164')
0.15978695073235685 ('FRO79022', 'GRO56726')
0.15983881799865682 ('GRO94758', 'DAI85309')
0.15996718621821165 ('DAI22896', 'SNA80324')
0.16009557945041816 ('ELE53126', 'GRO32086')
0.16041397153945666 ('FRO19221', 'ELE21353')
0.16049197540122995 ('DAI62779', 'FRO40251')
0.1607717041800643 ('SNA59061', 'ELE17451')
0.1608695652173913 ('ELE20398', 'ELE17451')
0.1608695652173913 ('ELE20398', 'GRO73461')
0.16093880972338642 ('GRO44993', 'DAI62779')
0.16102165463631316 ('GRO73461', 'ELE17451')
0.16114457831325302 ('FRO98729', 'FRO40251')
0.1613653995345229 ('ELE91337', 'DAI62779')
0.16137339055793992 ('FRO31317', 'DAI62779')
0.16212338593974174 ('ELE68605', 'GRO73461')
0.1622596153846154 ('GRO36567', 'GRO38814')
0.1625659050966608 ('DAI91290', 'FRO40251')
0.16326530612244897 ('FRO16142', 'ELE17451')
0.16335540838852097 ('GRO99222', 'ELE17451')
0.1633624107850912 ('DAI31081', 'DAI75645')
0.1634920634920635 ('ELE37770', 'FRO40251')
0.16363636363636364 ('GRO88324', 'ELE17451')
0.16371220020855057 ('FRO85978', 'SNA45677')
0.16376811594202897 ('ELE20398', 'DAI62779')
0.16393442622950818 ('GRO81087', 'GRO61133')
0.164407778432528 ('ELE66810', 'DAI62779')
0.16447368421052633 ('GRO50832', 'FRO40251')
0.16494082840236687 ('GRO38814', 'DAI22896')
0.1649928263988522 ('ELE68605', 'ELE17451')
0.16602017067494182 ('ELE91337', 'FRO85978')
0.16631130063965885 ('SNA93860', 'FRO40251')
0.16683316683316685 ('DAI42493', 'DAI75645')
0.16690140845070423 ('FRO53271', 'DAI62779')
0.16705607476635514 ('GRO32086', 'FRO31317')
0.16716867469879518 ('DAI49199', 'FRO40251')
0.1674698795180723 ('DAI83948', 'SNA80324')
0.16753926701570682 ('FRO99783', 'GRO46854')
0.16791979949874686 ('ELE92920', 'DAI85309')
0.16832917705735662 ('ELE37048', 'ELE17451')
0.16875871687587168 ('ELE62598', 'GRO73461')
0.16885245901639345 ('GRO81087', 'DAI75645')
0.1691119691119691 ('SNA96271', 'SNA80324')
0.16924110141034251 ('GRO94758', 'ELE78169')
0.16928251121076232 ('GRO56726', 'DAI62779')
0.16929133858267717 ('FRO75586', 'FRO40251')
0.16929698708751795 ('ELE68605', 'FRO40251')
0.16940451745379878 ('DAI55911', 'SNA80324')
0.16952789699570817 ('FRO31317', 'GRO73461')
0.1697841726618705 ('SNA47306', 'DAI75645')
0.16992665036674817 ('ELE20847', 'GRO85051')
0.17003367003367004 ('SNA82528', 'DAI62779')
0.17008797653958943 ('SNA62128', 'DAI62779')
0.1701534170153417 ('ELE62598', 'SNA38068')
0.17016029593094945 ('SNA38068', 'ELE32164')
0.17046650298141003 ('ELE32164', 'GRO73461')
0.17066290550070523 ('SNA18336', 'GRO73461')
0.17084145792710365 ('DAI62779', 'GRO73461')
